chromatin	start	end	width	strand	name	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr20	3800171	3801559	1389	*	chr20.282	140.18434	Promoter	20	3801171	3805580	4410	1	55317	uc002wjt.3	0	ENSG00000125843	AP5S1	adaptor related protein complex 5 subunit sigma 1
chr20	3827208	3827609	402	*	chr20.283	45.835823	Promoter	20	3827446	3838615	11170	1	57506	uc002wjv.3	0	ENSG00000088888	MAVS	mitochondrial antiviral signaling protein
chr20	3867258	3867630	373	*	chr20.284	22.131544	Distal Intergenic	20	3869486	3904502	35017	1	80025	uc002wkb.3	-1856	ENSG00000125779	PANK2	pantothenate kinase 2
chr20	3869308	3870539	1232	*	chr20.285	203.4827	Promoter	20	3869486	3904502	35017	1	80025	uc002wkb.3	0	ENSG00000125779	PANK2	pantothenate kinase 2
chr20	3887291	3887561	271	*	chr20.286	20.921335	Intron (uc002wkb.3/80025, intron 1 of 6)	20	3898141	3898218	78	1	406896	uc002wkg.3	-10580	ENSG00000199024	MIR103A2	microRNA 103a-2
chr20	3887627	3887907	281	*	chr20.287	15.698156	Intron (uc002wkb.3/80025, intron 1 of 6)	20	3898141	3898218	78	1	406896	uc002wkg.3	-10234	ENSG00000199024	MIR103A2	microRNA 103a-2
chr20	3888155	3888454	300	*	chr20.288	30.946102	Intron (uc002wkb.3/80025, intron 1 of 6)	20	3898141	3898218	78	1	406896	uc002wkg.3	-9687	ENSG00000199024	MIR103A2	microRNA 103a-2
chr20	3894709	3894810	102	*	chr20.289	11.398342	Intron (uc002wkb.3/80025, intron 4 of 6)	20	3898141	3898218	78	1	406896	uc002wkg.3	-3331	ENSG00000199024	MIR103A2	microRNA 103a-2
chr20	3894887	3895004	118	*	chr20.290	11.536052	Intron (uc002wkb.3/80025, intron 4 of 6)	20	3898141	3898218	78	1	406896	uc002wkg.3	-3137	ENSG00000199024	MIR103A2	microRNA 103a-2
chr20	3895222	3895253	32	*	chr20.291	10.87295	Intron (uc002wkb.3/80025, intron 4 of 6)	20	3898141	3898218	78	1	406896	uc002wkg.3	-2888	ENSG00000199024	MIR103A2	microRNA 103a-2
chr20	3911923	3912016	94	*	chr20.292	11.355625	Downstream (<1kb)	20	3898149	3898210	62	2	100302282	uc021wac.1	-13713	ENSG00000283320	MIR103B2	microRNA 103b-2
chr20	3912110	3912203	94	*	chr20.293	11.355625	3' UTR	20	3898149	3898210	62	2	100302282	uc021wac.1	-13900	ENSG00000283320	MIR103B2	microRNA 103b-2
chr20	3913325	3913585	261	*	chr20.294	15.926695	3' UTR	20	3898149	3898210	62	2	100302282	uc021wac.1	-15115	ENSG00000283320	MIR103B2	microRNA 103b-2
chr20	3913778	3914054	277	*	chr20.295	12.605795	3' UTR	20	3898149	3898210	62	2	100302282	uc021wac.1	-15568	ENSG00000283320	MIR103B2	microRNA 103b-2
chr20	3954377	3954625	249	*	chr20.296	16.510132	Intron (uc002wkh.2/11237, intron 1 of 5)	20	3912069	3996054	83986	2	11237	uc002wkh.2	41429	ENSG00000101236	RNF24	ring finger protein 24
chr20	3961526	3961764	239	*	chr20.297	19.367071	Intron (uc002wkh.2/11237, intron 1 of 5)	20	3912069	3996054	83986	2	11237	uc002wkh.2	34290	ENSG00000101236	RNF24	ring finger protein 24
chr20	3973863	3974095	233	*	chr20.298	21.114801	Intron (uc002wkh.2/11237, intron 1 of 5)	20	3912069	3996054	83986	2	11237	uc002wkh.2	21959	ENSG00000101236	RNF24	ring finger protein 24
chr20	3995937	3996548	612	*	chr20.299	111.70537	Promoter	20	3912069	3996054	83986	2	11237	uc002wkh.2	0	ENSG00000101236	RNF24	ring finger protein 24
chr20	4018585	4019073	489	*	chr20.300	77.03575	Distal Intergenic	20	3912069	3996216	84148	2	11237	uc002wkj.2	-22369	ENSG00000101236	RNF24	ring finger protein 24
chr20	4025750	4025989	240	*	chr20.301	19.325039	Distal Intergenic	20	3912069	3996216	84148	2	11237	uc002wkj.2	-29534	ENSG00000101236	RNF24	ring finger protein 24
chr20	4041064	4041298	235	*	chr20.302	20.90157	Distal Intergenic	20	3912069	3996216	84148	2	11237	uc002wkj.2	-44848	ENSG00000101236	RNF24	ring finger protein 24
chr20	4052757	4053062	306	*	chr20.303	30.402308	Distal Intergenic	20	3912069	3996216	84148	2	11237	uc002wkj.2	-56541	ENSG00000101236	RNF24	ring finger protein 24
chr20	4065876	4066224	349	*	chr20.304	39.981224	Distal Intergenic	20	4129426	4168394	38969	1	54498	uc002wkk.2	-63202	ENSG00000088826	SMOX	spermine oxidase
chr20	4066378	4066616	239	*	chr20.305	20.343887	Distal Intergenic	20	4129426	4168394	38969	1	54498	uc002wkk.2	-62810	ENSG00000088826	SMOX	spermine oxidase
chr20	4081299	4081550	252	*	chr20.306	16.094961	Distal Intergenic	20	4129426	4168394	38969	1	54498	uc002wkk.2	-47876	ENSG00000088826	SMOX	spermine oxidase
chr20	4093123	4093380	258	*	chr20.307	20.689917	Distal Intergenic	20	4129426	4168394	38969	1	54498	uc002wkk.2	-36046	ENSG00000088826	SMOX	spermine oxidase
chr20	4093458	4094027	570	*	chr20.308	35.668728	Distal Intergenic	20	4129426	4168394	38969	1	54498	uc002wkk.2	-35399	ENSG00000088826	SMOX	spermine oxidase
chr20	4111748	4111982	235	*	chr20.309	20.48257	Intron (uc021wad.1/uc021wad.1, intron 2 of 2)	20	4129426	4168394	38969	1	54498	uc002wkk.2	-17444	ENSG00000088826	SMOX	spermine oxidase
chr20	4115603	4115662	60	*	chr20.310	11.086693	Intron (uc021wad.1/uc021wad.1, intron 2 of 2)	20	4129426	4168394	38969	1	54498	uc002wkk.2	-13764	ENSG00000088826	SMOX	spermine oxidase
chr20	4115830	4115889	60	*	chr20.311	11.086658	Intron (uc021wad.1/uc021wad.1, intron 2 of 2)	20	4129426	4168394	38969	1	54498	uc002wkk.2	-13537	ENSG00000088826	SMOX	spermine oxidase
chr20	4121920	4121969	50	*	chr20.312	11.004413	Intron (uc021wad.1/uc021wad.1, intron 2 of 2)	20	4129426	4168394	38969	1	54498	uc002wkk.2	-7457	ENSG00000088826	SMOX	spermine oxidase
chr20	4122158	4122219	62	*	chr20.313	11.100991	Intron (uc021wad.1/uc021wad.1, intron 2 of 2)	20	4129426	4168394	38969	1	54498	uc002wkk.2	-7207	ENSG00000088826	SMOX	spermine oxidase
chr20	4129138	4129618	481	*	chr20.314	51.92847	Promoter	20	4129426	4168394	38969	1	54498	uc002wkk.2	0	ENSG00000088826	SMOX	spermine oxidase
chr20	4132717	4132953	237	*	chr20.315	19.837503	Intron (uc002wkk.2/54498, intron 1 of 8)	20	4129426	4168394	38969	1	54498	uc010zqo.2	3291	ENSG00000088826	SMOX	spermine oxidase
chr20	4133772	4134015	244	*	chr20.316	17.90184	Intron (uc002wkk.2/54498, intron 1 of 8)	20	4129426	4168394	38969	1	54498	uc010zqo.2	4346	ENSG00000088826	SMOX	spermine oxidase
chr20	4142143	4142386	244	*	chr20.317	18.108894	Intron (uc002wkk.2/54498, intron 1 of 8)	20	4152357	4168394	16038	1	54498	uc002wko.2	-9971	ENSG00000088826	SMOX	spermine oxidase
chr20	4157768	4158175	408	*	chr20.318	20.66287	Exon (uc002wkk.2/54498, exon 3 of 9)	20	4152357	4168394	16038	1	54498	uc002wko.2	5411	ENSG00000088826	SMOX	spermine oxidase
chr20	4173470	4173536	67	*	chr20.319	11.137535	Promoter	20	4173737	4176600	2864	1	728228	uc002wkq.3	-201	ENSG00000230176	LINC01433	long intergenic non-protein coding RNA 1433
chr20	4173649	4174039	391	*	chr20.320	22.208218	Promoter	20	4173737	4176600	2864	1	728228	uc002wkq.3	0	ENSG00000230176	LINC01433	long intergenic non-protein coding RNA 1433
chr20	4188228	4188305	78	*	chr20.321	11.24078	Distal Intergenic	20	4173737	4176600	2864	1	728228	uc002wkq.3	14491	ENSG00000230176	LINC01433	long intergenic non-protein coding RNA 1433
chr20	4188433	4188510	78	*	chr20.322	11.24078	Distal Intergenic	20	4173737	4176600	2864	1	728228	uc002wkq.3	14696	ENSG00000230176	LINC01433	long intergenic non-protein coding RNA 1433
chr20	4193814	4194078	265	*	chr20.323	13.01333	Distal Intergenic	20	4173737	4176600	2864	1	728228	uc002wkq.3	20077	ENSG00000230176	LINC01433	long intergenic non-protein coding RNA 1433
chr20	4196625	4197201	577	*	chr20.324	20.557283	Distal Intergenic	20	4173737	4176600	2864	1	728228	uc002wkq.3	22888	ENSG00000230176	LINC01433	long intergenic non-protein coding RNA 1433
chr20	4216332	4216609	278	*	chr20.325	11.515748	Intron (uc002wkr.2/146, intron 1 of 1)	20	4201278	4229659	28382	2	146	uc002wkr.2	13050	ENSG00000171873	ADRA1D	adrenoceptor alpha 1D
chr20	4217400	4217421	22	*	chr20.326	10.812355	Intron (uc002wkr.2/146, intron 1 of 1)	20	4201278	4229659	28382	2	146	uc002wkr.2	12238	ENSG00000171873	ADRA1D	adrenoceptor alpha 1D
chr20	4228815	4229062	248	*	chr20.327	16.68492	Promoter	20	4201278	4229659	28382	2	146	uc002wkr.2	597	ENSG00000171873	ADRA1D	adrenoceptor alpha 1D
chr20	4313705	4313971	267	*	chr20.328	14.174352	Distal Intergenic	20	4201278	4229659	28382	2	146	uc002wkr.2	-84046	ENSG00000171873	ADRA1D	adrenoceptor alpha 1D
chr20	4315527	4315776	250	*	chr20.329	17.201693	Distal Intergenic	20	4201278	4229659	28382	2	146	uc002wkr.2	-85868	ENSG00000171873	ADRA1D	adrenoceptor alpha 1D
chr20	4340885	4341124	240	*	chr20.330	19.06591	Distal Intergenic	20	4201278	4229659	28382	2	146	uc002wkr.2	-111226	ENSG00000171873	ADRA1D	adrenoceptor alpha 1D
chr20	4366006	4366322	317	*	chr20.331	27.758186	Distal Intergenic	20	4201278	4229659	28382	2	146	uc002wkr.2	-136347	ENSG00000171873	ADRA1D	adrenoceptor alpha 1D
chr20	4438658	4438921	264	*	chr20.332	13.4638815	Distal Intergenic	20	4201278	4229659	28382	2	146	uc002wkr.2	-208999	ENSG00000171873	ADRA1D	adrenoceptor alpha 1D
chr20	4473047	4473280	234	*	chr20.333	20.882254	Distal Intergenic	20	4666797	4682233	15437	1	5621	uc002wkt.1	-193517	ENSG00000171867	PRNP	prion protein
chr20	4501877	4502145	269	*	chr20.334	12.326872	Distal Intergenic	20	4666797	4682233	15437	1	5621	uc002wkt.1	-164652	ENSG00000171867	PRNP	prion protein
chr20	4519612	4520019	408	*	chr20.335	31.080591	Distal Intergenic	20	4666797	4682233	15437	1	5621	uc002wkt.1	-146778	ENSG00000171867	PRNP	prion protein
chr20	4530123	4530246	124	*	chr20.336	11.490953	Distal Intergenic	20	4666797	4682233	15437	1	5621	uc002wkt.1	-136551	ENSG00000171867	PRNP	prion protein
chr20	4530278	4530401	124	*	chr20.337	11.490953	Distal Intergenic	20	4666797	4682233	15437	1	5621	uc002wkt.1	-136396	ENSG00000171867	PRNP	prion protein
chr20	4549674	4550064	391	*	chr20.338	60.383347	Distal Intergenic	20	4666797	4682233	15437	1	5621	uc002wkt.1	-116733	ENSG00000171867	PRNP	prion protein
chr20	4587931	4588276	346	*	chr20.339	39.66855	Distal Intergenic	20	4666797	4682233	15437	1	5621	uc002wkt.1	-78521	ENSG00000171867	PRNP	prion protein
chr20	4594541	4594951	411	*	chr20.340	21.114483	Distal Intergenic	20	4666797	4682233	15437	1	5621	uc002wkt.1	-71846	ENSG00000171867	PRNP	prion protein
chr20	4666853	4667467	615	*	chr20.341	52.152508	Promoter	20	4667157	4682234	15078	1	5621	uc002wky.3	0	ENSG00000171867	PRNP	prion protein
chr20	4667590	4668096	507	*	chr20.342	43.900497	Promoter	20	4667157	4682234	15078	1	5621	uc002wky.3	433	ENSG00000171867	PRNP	prion protein
chr20	4701126	4701994	869	*	chr20.343	127.40603	Promoter	20	4702556	4709106	6551	1	23627	uc002wkz.3	-562	ENSG00000171864	PRND	prion like protein doppel
chr20	4707484	4707824	341	*	chr20.344	24.318958	3' UTR	20	4702556	4709106	6551	1	23627	uc002wkz.3	4928	ENSG00000171864	PRND	prion like protein doppel
chr20	4711330	4711389	60	*	chr20.345	11.086658	Downstream (<1kb)	20	4702556	4709106	6551	1	23627	uc002wkz.3	8774	ENSG00000171864	PRND	prion like protein doppel
chr20	4711557	4711616	60	*	chr20.346	11.086658	Downstream (<1kb)	20	4702556	4709106	6551	1	23627	uc002wkz.3	9001	ENSG00000171864	PRND	prion like protein doppel
chr20	4731826	4732059	234	*	chr20.347	21.049978	Distal Intergenic	20	4711928	4721314	9387	2	149830	uc010zqq.2	-10512	ENSG00000180259	PRNT	prion locus lncRNA, testis expressed
chr20	4741236	4741684	449	*	chr20.348	51.09714	Distal Intergenic	20	4711928	4721314	9387	2	149830	uc010zqq.2	-19922	ENSG00000180259	PRNT	prion locus lncRNA, testis expressed
chr20	4790393	4790729	337	*	chr20.349	24.84961	Intron (uc002wld.3/9770, intron 1 of 10)	20	4760669	4795769	35101	2	9770	uc002wld.3	5040	ENSG00000101265	RASSF2	Ras association domain family member 2
chr20	4792360	4792595	236	*	chr20.350	20.563139	Intron (uc002wld.3/9770, intron 1 of 10)	20	4760669	4795769	35101	2	9770	uc002wld.3	3174	ENSG00000101265	RASSF2	Ras association domain family member 2
chr20	4793224	4793486	263	*	chr20.351	14.170284	Intron (uc002wld.3/9770, intron 1 of 10)	20	4760669	4795769	35101	2	9770	uc002wld.3	2283	ENSG00000101265	RASSF2	Ras association domain family member 2
chr20	4793659	4794103	445	*	chr20.352	51.09062	Intron (uc002wld.3/9770, intron 1 of 10)	20	4760669	4795769	35101	2	9770	uc002wld.3	1666	ENSG00000101265	RASSF2	Ras association domain family member 2
chr20	4794883	4795981	1099	*	chr20.353	72.26456	Promoter	20	4760669	4795769	35101	2	9770	uc002wld.3	0	ENSG00000101265	RASSF2	Ras association domain family member 2
chr20	4802882	4803611	730	*	chr20.354	113.20086	Promoter	20	4760669	4804291	43623	2	9770	uc002wlf.3	680	ENSG00000101265	RASSF2	Ras association domain family member 2
chr20	4803959	4804535	577	*	chr20.355	72.69266	Promoter	20	4760669	4804291	43623	2	9770	uc002wlf.3	0	ENSG00000101265	RASSF2	Ras association domain family member 2
chr20	4825539	4825772	234	*	chr20.356	21.07736	Distal Intergenic	20	4760669	4804291	43623	2	9770	uc002wlf.3	-21248	ENSG00000101265	RASSF2	Ras association domain family member 2
chr20	4833696	4833934	239	*	chr20.357	19.449556	3' UTR	20	4760669	4804291	43623	2	9770	uc002wlf.3	-29405	ENSG00000101265	RASSF2	Ras association domain family member 2
chr20	4857018	4857252	235	*	chr20.358	20.862938	Intron (uc002wlg.1/9962, intron 9 of 16)	20	4760669	4804291	43623	2	9770	uc002wlf.3	-52727	ENSG00000101265	RASSF2	Ras association domain family member 2
chr20	4870407	4870418	12	*	chr20.359	10.776109	Intron (uc002wlg.1/9962, intron 6 of 16)	20	4760669	4804291	43623	2	9770	uc002wlf.3	-66116	ENSG00000101265	RASSF2	Ras association domain family member 2
chr20	4870691	4870702	12	*	chr20.360	10.776219	Intron (uc002wlg.1/9962, intron 6 of 16)	20	4760669	4804291	43623	2	9770	uc002wlf.3	-66400	ENSG00000101265	RASSF2	Ras association domain family member 2
chr20	4898251	4898577	327	*	chr20.361	26.300083	Intron (uc002wlg.1/9962, intron 3 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	83568	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4900096	4900337	242	*	chr20.362	19.955946	Intron (uc002wlg.1/9962, intron 3 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	81808	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4918581	4918598	18	*	chr20.363	10.796459	Intron (uc002wlg.1/9962, intron 2 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	63547	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4918859	4918876	18	*	chr20.364	10.796459	Intron (uc002wlg.1/9962, intron 2 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	63269	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4921692	4922007	316	*	chr20.365	28.023466	Intron (uc002wlg.1/9962, intron 2 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	60138	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4926761	4927012	252	*	chr20.366	16.094961	Intron (uc002wlg.1/9962, intron 2 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	55133	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4927736	4927969	234	*	chr20.367	21.240278	Intron (uc002wlg.1/9962, intron 2 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	54176	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4930635	4930875	241	*	chr20.368	18.65239	Intron (uc002wlg.1/9962, intron 2 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	51270	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4938632	4938867	236	*	chr20.369	20.149925	Intron (uc002wlg.1/9962, intron 2 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	43278	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4954057	4954554	498	*	chr20.370	33.83192	Intron (uc002wlg.1/9962, intron 1 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	27591	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4966218	4966698	481	*	chr20.371	26.94016	Intron (uc002wlg.1/9962, intron 1 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	15447	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4970070	4970334	265	*	chr20.372	13.400174	Intron (uc002wlg.1/9962, intron 1 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	11811	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4978927	4979292	366	*	chr20.373	36.49019	Intron (uc002wlg.1/9962, intron 1 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	2853	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4980492	4980798	307	*	chr20.374	31.178432	Intron (uc002wlg.1/9962, intron 1 of 16)	20	4833002	4982145	149144	2	9962	uc002wlg.1	1347	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4980938	4981187	250	*	chr20.375	17.642332	Promoter	20	4833002	4982145	149144	2	9962	uc002wlg.1	958	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4981540	4982401	862	*	chr20.376	49.39863	Promoter	20	4833002	4982145	149144	2	9962	uc002wlg.1	0	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	4992718	4992973	256	*	chr20.377	15.053132	Distal Intergenic	20	4850234	4990939	140706	2	9962	uc002wli.3	-1779	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	5010178	5010263	86	*	chr20.378	11.295824	Distal Intergenic	20	4850234	4990939	140706	2	9962	uc002wli.3	-19239	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	5010374	5010459	86	*	chr20.379	11.29583	Distal Intergenic	20	4850234	4990939	140706	2	9962	uc002wli.3	-19435	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	5017442	5017466	25	*	chr20.380	10.8252	Distal Intergenic	20	4850234	4990939	140706	2	9962	uc002wli.3	-26503	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	5017714	5017738	25	*	chr20.381	10.8252	Distal Intergenic	20	4850234	4990939	140706	2	9962	uc002wli.3	-26775	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	5019905	5020199	295	*	chr20.382	31.75792	Distal Intergenic	20	4850234	4990939	140706	2	9962	uc002wli.3	-28966	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	5022120	5022353	234	*	chr20.383	21.183008	Distal Intergenic	20	4850234	4990939	140706	2	9962	uc002wli.3	-31181	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	5024805	5025041	237	*	chr20.384	20.049902	Distal Intergenic	20	4850234	4990939	140706	2	9962	uc002wli.3	-33866	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	5037437	5037769	333	*	chr20.385	42.275677	Distal Intergenic	20	4850234	4990939	140706	2	9962	uc002wli.3	-46498	ENSG00000089057	SLC23A2	solute carrier family 23 member 2
chr20	5054517	5054891	375	*	chr20.386	26.579128	Intron (uc010gbi.3/29058, intron 3 of 3)	20	5049129	5093733	44605	2	29058	uc010gbi.3	38842	ENSG00000089063	TMEM230	transmembrane protein 230
chr20	5054909	5055384	476	*	chr20.387	41.543037	Intron (uc010gbi.3/29058, intron 3 of 3)	20	5049129	5093733	44605	2	29058	uc010gbi.3	38349	ENSG00000089063	TMEM230	transmembrane protein 230
chr20	5058512	5059563	1052	*	chr20.388	113.89559	Intron (uc010gbi.3/29058, intron 3 of 3)	20	5049129	5093733	44605	2	29058	uc010gbi.3	34170	ENSG00000089063	TMEM230	transmembrane protein 230
chr20	5060803	5061191	389	*	chr20.389	21.1958	Intron (uc010gbi.3/29058, intron 3 of 3)	20	5049129	5093733	44605	2	29058	uc010gbi.3	32542	ENSG00000089063	TMEM230	transmembrane protein 230
chr20	5062269	5062534	266	*	chr20.390	12.948911	Intron (uc010gbi.3/29058, intron 3 of 3)	20	5049129	5093733	44605	2	29058	uc010gbi.3	31199	ENSG00000089063	TMEM230	transmembrane protein 230
chr20	5070968	5071298	331	*	chr20.391	25.608582	Intron (uc010gbi.3/29058, intron 3 of 3)	20	5049129	5093733	44605	2	29058	uc010gbi.3	22435	ENSG00000089063	TMEM230	transmembrane protein 230
chr20	5093348	5094223	876	*	chr20.392	40.599808	Promoter	20	5049129	5093733	44605	2	29058	uc010gbi.3	0	ENSG00000089063	TMEM230	transmembrane protein 230
chr20	5099870	5101088	1219	*	chr20.393	126.09901	Promoter	20	5100232	5100615	384	1	100302739	uc021wai.1	0	NA	PCNA-AS1	PCNA antisense RNA 1
chr20	5106952	5108622	1671	*	chr20.394	250.39803	Promoter	20	5095599	5107268	11670	2	5111	uc002wlq.3	0	ENSG00000132646	PCNA	proliferating cell nuclear antigen
chr20	5116361	5116887	527	*	chr20.395	20.399069	Intron (uc002wlr.2/8760, intron 2 of 10)	20	5107407	5178533	71127	1	8760	uc002wlw.3	8954	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5126436	5126689	254	*	chr20.396	19.929695	Intron (uc002wlr.2/8760, intron 2 of 10)	20	5107407	5178533	71127	1	8760	uc002wlw.3	19029	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5126862	5126884	23	*	chr20.397	10.82107	Intron (uc002wlr.2/8760, intron 2 of 10)	20	5107407	5178533	71127	1	8760	uc002wlw.3	19455	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5129553	5129592	40	*	chr20.398	10.922736	Intron (uc002wlr.2/8760, intron 2 of 10)	20	5107407	5178533	71127	1	8760	uc002wlw.3	22146	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5129826	5129855	30	*	chr20.399	10.858286	Intron (uc002wlr.2/8760, intron 2 of 10)	20	5107407	5178533	71127	1	8760	uc002wlw.3	22419	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5149482	5149829	348	*	chr20.400	23.48641	Intron (uc002wlr.2/8760, intron 2 of 10)	20	5156748	5178533	21786	1	8760	uc002wlv.3	-6919	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5150329	5150679	351	*	chr20.401	23.149368	Intron (uc002wlr.2/8760, intron 2 of 10)	20	5156748	5178533	21786	1	8760	uc002wlv.3	-6069	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5152611	5152636	26	*	chr20.402	10.830077	Intron (uc002wlr.2/8760, intron 2 of 10)	20	5156748	5178533	21786	1	8760	uc002wlv.3	-4112	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5152767	5153087	321	*	chr20.403	31.63946	Intron (uc002wlr.2/8760, intron 2 of 10)	20	5156748	5178533	21786	1	8760	uc002wlv.3	-3661	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5158190	5158428	239	*	chr20.404	19.687557	Intron (uc002wlr.2/8760, intron 5 of 10)	20	5159463	5178533	19071	1	8760	uc010zqv.2	-1035	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5172443	5173004	562	*	chr20.405	19.801994	3' UTR	20	5159463	5178533	19071	1	8760	uc010zqv.2	12980	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5173528	5173591	64	*	chr20.406	11.111286	3' UTR	20	5159463	5178533	19071	1	8760	uc010zqv.2	14065	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5173690	5173965	276	*	chr20.407	19.221727	3' UTR	20	5159463	5178533	19071	1	8760	uc010zqv.2	14227	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5185994	5186420	427	*	chr20.408	79.493095	Distal Intergenic	20	5159463	5178533	19071	1	8760	uc010zqv.2	26531	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5190447	5190679	233	*	chr20.409	21.24187	Distal Intergenic	20	5159463	5178533	19071	1	8760	uc010zqv.2	30984	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
chr20	5275955	5276226	272	*	chr20.410	12.103317	Distal Intergenic	20	5282686	5295023	12338	2	128674	uc010zqw.2	18797	ENSG00000101292	PROKR2	prokineticin receptor 2
chr20	5294201	5294228	28	*	chr20.411	10.844473	Promoter	20	5282686	5295023	12338	2	128674	uc010zqw.2	795	ENSG00000101292	PROKR2	prokineticin receptor 2
chr20	5294469	5294496	28	*	chr20.412	10.844473	Promoter	20	5282686	5295023	12338	2	128674	uc010zqw.2	527	ENSG00000101292	PROKR2	prokineticin receptor 2
chr20	5296529	5296538	10	*	chr20.413	10.77096	Promoter	20	5282686	5297378	14693	2	128674	uc010zqy.2	840	ENSG00000101292	PROKR2	prokineticin receptor 2
chr20	5296755	5297173	419	*	chr20.414	18.044193	Promoter	20	5282686	5297378	14693	2	128674	uc010zqy.2	205	ENSG00000101292	PROKR2	prokineticin receptor 2
chr20	5299031	5299463	433	*	chr20.415	16.16558	Distal Intergenic	20	5282686	5297378	14693	2	128674	uc010zqy.2	-1653	ENSG00000101292	PROKR2	prokineticin receptor 2
chr20	5304038	5304414	377	*	chr20.416	19.926746	Distal Intergenic	20	5282686	5297378	14693	2	128674	uc010zqy.2	-6660	ENSG00000101292	PROKR2	prokineticin receptor 2
chr20	5324721	5324814	94	*	chr20.417	11.355625	Distal Intergenic	20	5282686	5297378	14693	2	128674	uc010zqy.2	-27343	ENSG00000101292	PROKR2	prokineticin receptor 2
chr20	5324908	5325001	94	*	chr20.418	11.355625	Distal Intergenic	20	5282686	5297378	14693	2	128674	uc010zqy.2	-27530	ENSG00000101292	PROKR2	prokineticin receptor 2
chr20	5332236	5332290	55	*	chr20.419	11.048061	Distal Intergenic	20	5282686	5297378	14693	2	128674	uc010zqy.2	-34858	ENSG00000101292	PROKR2	prokineticin receptor 2
chr20	5332469	5332523	55	*	chr20.420	11.048061	Distal Intergenic	20	5282686	5297378	14693	2	128674	uc010zqy.2	-35091	ENSG00000101292	PROKR2	prokineticin receptor 2
chr20	5355597	5355674	78	*	chr20.421	11.241151	Distal Intergenic	20	5282686	5297378	14693	2	128674	uc010zqy.2	-58219	ENSG00000101292	PROKR2	prokineticin receptor 2
